        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 NVAR entry          | Full                  | 00501321 | 0000002C | 20D7CBF9 | ----- DE0A5E74-4E3E-3D96-A440-2C96ECBD3C97 | DebugConfigData
 NVAR entry          | Full                  | 0050134D | 0000001B | 6120A49A | ----- 560BF58A-1E0D-4D7E-953F-2980A261E031 | PNP0501_0_NV
 NVAR entry          | Full                  | 00501368 | 00000032 | 331D94DE | ----- D23C9C55-0098-42DF-8395-DD610AF91C6D | IT8613_SMF
 NVAR entry          | Full                  | 0050139A | 00000020 | 298EF0FD | ----- C61C31A3-CB5D-46DD-9FE5-8A82BBC72483 | AmiWrapperSetup
 NVAR entry          | Full                  | 005013BA | 00000019 | 3B7F6223 | ----- 6B0CC1BC-910F-411E-B6CB-0E314D0BB8C1 | SioSetupData
 NVAR entry          | Full                  | 005013D3 | 00000047 | ADEDB222 | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | UsbSupport
 NVAR entry          | Full                  | 0050141A | 00000023 | 113DF055 | ----- D1405D16-7AFC-4695-BB12-41459D3695A2 | NetworkStackVar
 NVAR entry          | Full                  | 0050143D | 00000072 | 143E9734 | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | SdioDevConfiguration
 NVAR entry          | Full                  | 005014AF | 00000022 | 5FA11540 | ----- 7B59104A-C00D-4158-87FF-F04D6396A915 | SecureBootSetup
 NVAR entry          | Full                  | 005014D1 | 00000060 | 387F296D | ----- 0C923CA9-DF73-4AC8-B6D2-98DDC30D99FC | FixedBootPriorities
 NVAR entry          | Full                  | 00501531 | 0000014B | 5E242A49 | ----- 97CDC6BE-7792-4782-BA6D-E6E3BB56ACD8 | ROM_CMN
 NVAR entry          | Full                  | 0050167C | 0000001E | 4E4B00B8 | ----- ACA9F304-21E2-4852-9875-7FF4881D67A5 | PCI_COMMON
 NVAR entry          | Full                  | 0050169A | 0000025E | A6683EE7 | ----- B08F97FF-E6E8-4193-A997-5E9E9B0ADB32 | CpuSetup
 NVAR entry          | Full                  | 005018F8 | 00000455 | 05DAC8DC | ----- 72C5E28C-7783-43A1-8767-FAD73FCCAFA4 | SaSetup
 Free space          |                       | 00501D4D | 00000010 | 3FB3C61A | ----- Free space
 NVAR GUID store     |                       | 00501D5D | 00000130 | E899C1D8 | ----- GUID store
 NVAR entry          | Full                  | 00501E8D | 0000001D | 30D8780A | ---- 97E8965F-C761-4F48-B6E4-9FFA9CB2A2D6 | DeploymentModeNv
 NVAR entry          | Full                  | 00501EAA | 00000019 | 822A477F | ---- 550E42E1-B6FA-4E99-BBD9-1A901F001D7A | VendorKeysNv
 NVAR entry          | Full                  | 00501EC3 | 00000042 | E6D8FB4B | ---- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | ConOut
 NVAR entry          | Full                  | 00501F05 | 00000055 | D8F6BC19 | ---- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | ConIn
 NVAR entry          | Full                  | 00501F5A | 00000034 | C64AD8EF | ---- 0C923CA9-DF73-4AC8-B6D2-98DDC30D99FC | UefiDevOrder
 NVAR entry          | Full                  | 00501F8E | 00000022 | 46F0FA5B | ---- 7B59104A-C00D-4158-87FF-F04D6396A915 | SecureBootSetup
 NVAR entry          | Full                  | 00501FB0 | 00000045 | A4395E59 | ---- 77FA9ABD-0359-4D32-BD60-28F4E78F784B | CurrentPolicy
 NVAR entry          | Full                  | 00501FF5 | 00000028 | E930A163 | ---- 01368881-C4AD-4B1D-B631-D57A8EC8DB6B | AcpiResetVar
 NVAR entry          | Full                  | 0050201D | 00000034 | 1EADD937 | ---- EAEC226F-C9A3-477A-A826-DDC716CDC0E3 | UnlockID
 NVAR entry          | Full                  | 00502051 | 00000038 | 388FB706 | ---- EAEC226F-C9A3-477A-A826-DDC716CDC0E3 | UnlockIDCopy
 NVAR entry          | Full                  | 00502089 | 00000120 | 7CE2EA85 | ---- EAEC226F-C9A3-477A-A826-DDC716CDC0E3 | OfflineUniqueIDEKPub
 NVAR entry          | Full                  | 005021A9 | 00000027 | F8A768D4 | ---- EAEC226F-C9A3-477A-A826-DDC716CDC0E3 | OfflineUniqueIDEKPubCRC
 NVAR entry          | Full                  | 005021D0 | 00000A46 | 78865479 | ---- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | Setup
 NVAR entry          | Full                  | 00502C16 | 000006E1 | 6B6D3D2B | ---- 4570B7F1-ADE8-4943-8DC3-406472842384 | PchSetup
 NVAR entry          | Full                  | 005032F7 | 0000025E | 93FBF325 | ---- B08F97FF-E6E8-4193-A997-5E9E9B0ADB32 | CpuSetup
 NVAR entry          | Full                  | 00503555 | 00000455 | A8B98CEA | ---- 72C5E28C-7783-43A1-8767-FAD73FCCAFA4 | SaSetup
 NVAR entry          | Full                  | 005039AA | 0000001D | B930242F | ---- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | HwErrRecSupport
 NVAR entry          | Link                  | 005039C7 | 00000020 | 373297B1 | ---- 01368881-C4AD-4B1D-B631-D57A8EC8DB6B | MonotonicCounter
 NVAR entry          | Full                  | 005039E7 | 00000025 | F1071789 | ---- 1A8C8808-D6AD-46B3-95E4-82461B518601 | AmiCspGlobalNvsPtrVar
 NVAR entry          | Full                  | 00503A0C | 0000001C | 61B34126 | ---- 23B1D397-1EBD-40E1-8C2D-65877A570B99 | TraceHubData
 NVAR entry          | Full                  | 00503A28 | 00000039 | 2331671B | ---- 711C703F-C285-4B10-A3B0-36ECBD3C8BE2 | CapsuleLongModeBuffer
 NVAR entry          | Full                  | 00503A61 | 0000001E | 42405823 | ---- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | InitSetupVariable
 NVAR entry          | Full                  | 00503A7F | 0000001E | 582109A5 | ---- 78CE2354-CFBC-4643-AEBA-07A27FA892BF | WdtPersistentData
 NVAR entry          | Full                  | 00503A9D | 00000021 | BE7D70F8 | ---- 7D3DCEEE-CBCE-4EA7-8709-6E552F1EDBDE | TPMPERBIOSFLAGS
 NVAR entry          | Full                  | 00503ABE | 00000030 | F3CCC27B | ---- A8A2093B-FEFA-43C1-8E62-CE526847265E | AMITCGPPIVAR
 NVAR entry          | Full                  | 00503AEE | 00000029 | 43F5D407 | ---- 70FFF0FF-A543-45B9-8BE3-1BDB90412080 | PCRBitmap
 NVAR entry          | Full                  | 00503B17 | 00000020 | 4051AD03 | ---- F3ED95DF-828E-41C7-BCA0-16C41965A634 | TcgInternalSyncFlag
 NVAR entry          | Full                  | 00503B37 | 00000022 | 1EF4B5B8 | ---- E3600C53-3F83-4A0F-B0B2-39770FE2C005 | BootStateAfterCapsule
 NVAR entry          | Full                  | 00503B59 | 00000019 | DB4029C1 | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | SPLC
 NVAR entry          | Full                  | 00503B72 | 00000017 | AADE1D42 | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | WAND
 NVAR entry          | Full                  | 00503B89 | 00000013 | F37E6ADA | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | WRDD
 NVAR entry          | Full                  | 00503B9C | 0000001C | E0F68F64 | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | WRDS
 NVAR entry          | Full                  | 00503BB8 | 00000018 | 14F4B58E | ---- 42780DD5-9A7D-404C-80E4-7F7094360394 | BRDS
 NVAR entry          | Full                  | 00503BD0 | 00000031 | C178A22C | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | EWRD
 NVAR entry          | Full                  | 00503C01 | 00000023 | 987AA8A1 | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | WGDS
 NVAR entry          | Full                  | 00503C24 | 00000012 | 6CD808DB | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | SADS
 NVAR entry          | Full                  | 00503C36 | 00000012 | A0720845 | ---- 42780DD5-9A7D-404C-80E4-7F7094360394 | SADS
 NVAR entry          | Full                  | 00503C48 | 0000001C | B06CD226 | ---- 92DAAF2F-C02B-455B-B2EC-F5A3594F4AEA | GPC
 NVAR entry          | Full                  | 00503C64 | 0000001C | 5F3E64C7 | ---- 42780DD5-9A7D-404C-80E4-7F7094360394 | GPC
 NVAR entry          | Full                  | 00503C80 | 0000014B | 61878382 | ---- 97CDC6BE-7792-4782-BA6D-E6E3BB56ACD8 | ROM_CMN
 NVAR entry          | Link                  | 00503DCB | 00000013 | BFBE5175 | ---- 97CDC6BE-7792-4782-BA6D-E6E3BB56ACD8 | ROM_FB
 NVAR entry          | Full                  | 00503DDE | 0000005B | D60CDED1 | ---- 4B3082A3-80C6-4D7E-9CD0-583917265DF1 | WriteOnceStatus
 NVAR entry          | Full                  | 00503E39 | 0000001C | 11F8F3A8 | ---- 4DA4F952-2516-4D06-8975-65036403A8C7 | RstOptaneConfig
 NVAR entry          | Full                  | 00503E55 | 0000005E | 14566658 | ---- 61A14FE8-4DAB-4A19-B1E3-97FB23D09212 | IntelVmdOsVariable
 NVAR entry          | Full                  | 00503EB3 | 00000018 | 44F86346 | ---- FC876842-D8F0-4844-AE32-1FF843797B17 | UsbTypeC
 NVAR entry          | Full                  | 00503ECB | 00000029 | 4385B237 | ---- 4B3082A3-80C6-4D7E-9CD0-583917265DF1 | SmbiosEntryPointTable
 NVAR entry          | Full                  | 00503EF4 | 0000002D | F933E1D4 | ---- 4B3082A3-80C6-4D7E-9CD0-583917265DF1 | SmbiosEntryPointTableF000
 NVAR entry          | Full                  | 00503F21 | 0000002B | E2131FBC | ---- 4B3082A3-80C6-4D7E-9CD0-583917265DF1 | SmbiosV3EntryPointTable
 NVAR entry          | Full                  | 00503F4C | 00000027 | D8A1B807 | ---- 4B3082A3-80C6-4D7E-9CD0-583917265DF1 | SmbiosScratchBuffer
 NVAR entry          | Full                  | 00503F73 | 0000001E | 47E70617 | ---- 4B3082A3-80C6-4D7E-9CD0-583917265DF1 | MaximumTableSize
 NVAR entry          | Full                  | 00503F91 | 00000048 | 94BF99B2 | ---- 5432122D-D034-49D2-A6DE-65A829EB4C74 | MeSetup
 NVAR entry          | Full                  | 00503FD9 | 00000034 | D655699C | ---- 973218B9-1697-432A-8B34-4884B5DFB359 | S3MemoryVariable
 NVAR entry          | Full                  | 0050400D | 0000002E | 06AB9844 | ---- BB983CCF-151D-40E1-A07B-4A17BE168292 | MemoryOverwriteRequestControlLock
 NVAR entry          | Full                  | 0050403B | 00000042 | DAEEDC4E | ---- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | ErrOut
 NVAR entry          | Full                  | 0050407D | 00000017 | E11C880A | ---- 7D3DCEEE-CBCE-4EA7-8709-6E552F1EDBDE | SIDSUPPORT
 NVAR entry          | Full                  | 00504094 | 00000037 | DC099F6A | ---- 0C923CA9-DF73-4AC8-B6D2-98DDC30D99FC | OriUefiDevOrder
 NVAR entry          | Full                  | 005040CB | 00000024 | 99F554C2 | ---- 45CF35F6-0D6E-4D04-856A-0370A5B16F53 | DefaultBootOrder
 NVAR entry          | Full                  | 005040EF | 0000003B | AC9E5E3F | ---- 0C923CA9-DF73-4AC8-B6D2-98DDC30D99FC | DefaultUefiDevOrder
 NVAR entry          | Full                  | 0050412A | 00000020 | 5ADFA938 | ---- 0C923CA9-DF73-4AC8-B6D2-98DDC30D99FC | OldBootOrder
 NVAR entry          | Full                  | 0050414A | 0000002B | 7D05333E | ---- 5432122D-D034-49D2-A6DE-65A829EB4C74 | MeSetupStorage
 NVAR entry          | Full                  | 00504175 | 00000027 | A9103A0A | ---- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | PlatformLastLangCodes
 NVAR entry          | Full                  | 0050419C | 0000002D | 3E6DEC02 | ---- 39B68C46-F7FB-441B-B6EC-16B0F69821F3 | CapsuleLast
 NVAR entry          | Full                  | 005041C9 | 0000003E | 5DE3D0D1 | ---- 0C923CA9-DF73-4AC8-B6D2-98DDC30D99FC | FixedBootGroup
 NVAR entry          | Full                  | 00504207 | 0000029D | 1338F731 | ---- DE8AB926-EFDA-4C23-BBC4-98FD29AA0069 | FixedBoot
 NVAR entry          | Full                  | 005044A4 | 0000002F | 9AE1A9AE | ---- C5912ED9-83C2-4BFF-9936-231FEB85F3E8 | ConstructDefaults4FirstBoot
 NVAR entry          | Full                  | 005044D3 | 0000002E | 7FAA6ABA | ---- 4B4D31BE-88C6-446A-A4A9-4AD0F612B32E | EvaluateDefaults4FirstBoot
 NVAR entry          | Full                  | 00504501 | 0000002B | A9F4AF60 | ---- 64192DCA-D034-49D2-A6DE-65A829EB4C74 | IccAdvancedSetupDataVar
 NVAR entry          | Full                  | 0050452C | 00000037 | A8298C49 | ---- 81C76078-BFDE-4368-9790-570914C01A65 | AmiHardwareSignatureSetupUpdateCountVar
 NVAR entry          | Full                  | 00504563 | 0000002B | 940F9B14 | ---- E3CACF62-3062-4E1D-978E-46807AB9747D | PlatformConfigurationChange
 NVAR entry          | Full                  | 0050458E | 00000032 | D72682E0 | ---- D23C9C55-0098-42DF-8395-DD610AF91C6D | IT8613_SMF
 NVAR entry          | Full                  | 005045C0 | 00000021 | A05B9A2A | ---- EB41D646-F49F-4655-9165-21D1224E3932 | AmiEmaIndications
 NVAR entry          | Full                  | 005045E1 | 0000001E | 5BD83CCD | ---- ACA9F304-21E2-4852-9875-7FF4881D67A5 | PCI_COMMON
 NVAR entry          | Full                  | 005045FF | 000000A2 | 5D73340A | ---- B540A530-6978-4DA7-91CB-7207D764D262 | FastBootOption
 NVAR entry          | Full                  | 005046A1 | 0000002F | E06FDDCD | ---- C095791A-3001-47B2-80C9-EAC7319F2FA4 | FirmwarePerformance
 NVAR entry          | Full                  | 005046D0 | 00000069 | 2F598ACA | ---- 01368881-C4AD-4B1D-B631-D57A8EC8DB6B | PreviousMemoryTypeInformation
 NVAR entry          | Full                  | 00504739 | 000003A8 | EE203D66 | ---- 01368881-C4AD-4B1D-B631-D57A8EC8DB6B | AmiPeiVarStr
 NVAR entry          | Full                  | 00504AE1 | 00000058 | 4FBB9DD0 | ---- B39AF7E9-E484-4260-8165-07399F924DDC | PlatformData
 NVAR entry          | Link                  | 00504B39 | 00000021 | EC0433AC | ---- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | OsIndications
 NVAR entry          | Full                  | 00504B5A | 00000020 | D4F76ECB | ---- BA57E015-65B3-4C3C-B274-659192F699E3 | BugCheckProgress
 NVAR entry          | Full                  | 00504B7A | 00000026 | 9B4B11ED | ---- BA57E015-65B3-4C3C-B274-659192F699E3 | BugCheckParameter1
 NVAR entry          | Full                  | 00504BA0 | 00000036 | 759A7CE8 | ---- FE47349A-7F0D-4641-822B-34BAA28ECDD0 | UIT_HEADER
 NVAR entry          | Full                  | 00504BD6 | 0000002F | 57C3F035 | ---- FE47349A-7F0D-4641-822B-34BAA28ECDD0 | UIT_DATA
 NVAR entry          | Link                  | 00504C05 | 00000061 | A6BA71A4 | ---- 01368881-C4AD-4B1D-B631-D57A8EC8DB6B | MemoryTypeInformation
 NVAR entry          | Link                  | 00504C66 | 0000001E | 218A39D9 | ---- B540A530-6978-4DA7-91CB-7207D764D262 | LastBootFailed
 NVAR entry          | Full                  | 00504C84 | 00000020 | 7E31EFE1 | ---- BA57E015-65B3-4C3C-B274-659192F699E3 | BugCheckCode
 NVAR entry          | Full                  | 00504CA4 | 00000C34 | 51655EE9 | ---- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | KEK
